"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","392","Cenario 09: Não deve realizar login com senha nula","","Fri May 30 20:11:57 GMT 2025","passed","Fri May 30 20:11:57 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithNullPassword"
"","407","Cenario 03: Não deve realizar login com email vazio","","Fri May 30 20:11:55 GMT 2025","passed","Fri May 30 20:11:55 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyEmail"
"","592","Cenario 01: Deve obter um usuario na lista","","Fri May 30 20:12:03 GMT 2025","passed","Fri May 30 20:12:04 GMT 2025","","Feature: Teste de Obtenção de Usuário","automation.dev.serverest.api.tests.GetUserTest","getAUserInTheList"
"","348","Cenario 03: Deve criar um novo usuário ao tentar editar um usuário inexistente","","Fri May 30 20:12:02 GMT 2025","passed","Fri May 30 20:12:02 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editNonExistentUser"
"","438","Cenario 04: Deve falhar ao realizar edição com campos nulos","","Fri May 30 20:12:02 GMT 2025","passed","Fri May 30 20:12:03 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editUserWithNullFields"
"","419","Cenario 05: Não deve realizar login com senha vazia","","Fri May 30 20:11:55 GMT 2025","passed","Fri May 30 20:11:56 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyPassword"
"","439","Cenario 05: Deve validar o contrato de resposta ao editar usuário com sucesso","","Fri May 30 20:12:03 GMT 2025","passed","Fri May 30 20:12:03 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","validateEditUserContract"
"","408","Cenario 08: Não deve realizar login com email nulo","","Fri May 30 20:11:57 GMT 2025","passed","Fri May 30 20:11:57 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithNullEmail"
"","393","Cenario 05: Deve falhar ao realizar cadastro com senha em branco","","Fri May 30 20:12:00 GMT 2025","passed","Fri May 30 20:12:01 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithEmptyPassword"
"","409","Cenario 06: Não deve realizar login com email e senha vazios","","Fri May 30 20:11:56 GMT 2025","passed","Fri May 30 20:11:56 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyCredentials"
