"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","402","Cenario 04: Deve falhar ao realizar edição com campos nulos","","Fri Aug 08 12:22:54 GMT 2025","passed","Fri Aug 08 12:22:54 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editUserWithNullFields"
"","377","Cenario 07: Não deve realizar login com email e senha com espaços em branco","","Fri Aug 08 12:22:48 GMT 2025","passed","Fri Aug 08 12:22:49 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithSpacesInCredentials"
"","422","Cenario 03: Não deve realizar login com email vazio","","Fri Aug 08 12:22:47 GMT 2025","passed","Fri Aug 08 12:22:47 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyEmail"
"","322","Cenario 02: Deve falhar ao realizar edição com todos os dados em branco","","Fri Aug 08 12:22:53 GMT 2025","passed","Fri Aug 08 12:22:54 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editUserWithInvalidData"
"","372","Cenario 06: Não deve realizar login com email e senha vazios","","Fri Aug 08 12:22:48 GMT 2025","passed","Fri Aug 08 12:22:48 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyCredentials"
"","331","Cenario 02: Deve falhar ao realizar cadastro com e-mail inválido","","Fri Aug 08 12:22:51 GMT 2025","passed","Fri Aug 08 12:22:51 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithInvalidEmail"
"","321","Cenario 05: Deve validar o contrato de resposta ao editar usuário com sucesso","","Fri Aug 08 12:22:54 GMT 2025","passed","Fri Aug 08 12:22:55 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","validateEditUserContract"
"","326","Cenario 04: Deve falhar ao realizar cadastro com email em branco","","Fri Aug 08 12:22:52 GMT 2025","passed","Fri Aug 08 12:22:52 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithEmptyEmail"
"","337","Cenario 03: Deve falhar ao realizar cadastro com nome em branco","","Fri Aug 08 12:22:51 GMT 2025","passed","Fri Aug 08 12:22:52 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithEmptyName"
"","114","Cenario 02: Deve validar o contrato de resposta ao obter um usuário na lista","","Fri Aug 08 12:22:55 GMT 2025","passed","Fri Aug 08 12:22:55 GMT 2025","","Feature: Teste de Obtenção de Usuário","automation.dev.serverest.api.tests.GetUserTest","validateGetUserContract"
