"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","342","Cenario 07: Não deve realizar login com email e senha com espaços em branco","","Thu Apr 03 12:19:12 GMT 2025","passed","Thu Apr 03 12:19:13 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithSpacesInCredentials"
"","339","Cenario 05: Deve validar o contrato de resposta ao editar usuário com sucesso","","Thu Apr 03 12:19:18 GMT 2025","passed","Thu Apr 03 12:19:18 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","validateEditUserContract"
"","366","Cenario 05: Não deve realizar login com senha vazia","","Thu Apr 03 12:19:12 GMT 2025","passed","Thu Apr 03 12:19:12 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyPassword"
"","351","Cenario 09: Não deve realizar login com senha nula","","Thu Apr 03 12:19:13 GMT 2025","passed","Thu Apr 03 12:19:13 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithNullPassword"
"","365","Cenario 04: Deve falhar ao realizar cadastro com email em branco","","Thu Apr 03 12:19:16 GMT 2025","passed","Thu Apr 03 12:19:16 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithEmptyEmail"
"","333","Cenario 02: Deve falhar ao realizar edição com todos os dados em branco","","Thu Apr 03 12:19:17 GMT 2025","passed","Thu Apr 03 12:19:17 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editUserWithInvalidData"
"","380","Cenario 03: Não deve realizar login com email vazio","","Thu Apr 03 12:19:11 GMT 2025","passed","Thu Apr 03 12:19:11 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyEmail"
"","360","Cenario 04: Não deve realizar login com senha inválida","","Thu Apr 03 12:19:11 GMT 2025","passed","Thu Apr 03 12:19:12 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithInvalidPassword"
"","136","Cenario 01: Deve obter um usuario na lista","","Thu Apr 03 12:19:18 GMT 2025","passed","Thu Apr 03 12:19:19 GMT 2025","","Feature: Teste de Obtenção de Usuário","automation.dev.serverest.api.tests.GetUserTest","getAUserInTheList"
"","375","Cenario 06: Não deve realizar login com email e senha vazios","","Thu Apr 03 12:19:12 GMT 2025","passed","Thu Apr 03 12:19:12 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithEmptyCredentials"
"","348","Cenario 06: Deve validar o contrato de resposta ao realizar cadastro com sucesso","","Thu Apr 03 12:19:16 GMT 2025","passed","Thu Apr 03 12:19:17 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","validateRegistrationSuccessContract"
"","373","Cenario 04: Deve falhar ao realizar edição com campos nulos","","Thu Apr 03 12:19:18 GMT 2025","passed","Thu Apr 03 12:19:18 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editUserWithNullFields"
"","341","Cenario 02: Deve falhar ao realizar cadastro com e-mail inválido","","Thu Apr 03 12:19:15 GMT 2025","passed","Thu Apr 03 12:19:15 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithInvalidEmail"
"","360","Cenario 08: Não deve realizar login com email nulo","","Thu Apr 03 12:19:13 GMT 2025","passed","Thu Apr 03 12:19:13 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithNullEmail"
"","145","Cenario 02: Deve validar o contrato de resposta ao obter um usuário na lista","","Thu Apr 03 12:19:19 GMT 2025","passed","Thu Apr 03 12:19:19 GMT 2025","","Feature: Teste de Obtenção de Usuário","automation.dev.serverest.api.tests.GetUserTest","validateGetUserContract"
"","485","Cenario 01: Deve realizar cadastro com sucesso","","Thu Apr 03 12:19:14 GMT 2025","passed","Thu Apr 03 12:19:15 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationSuccessful"
"","340","Cenario 03: Deve falhar ao realizar cadastro com nome em branco","","Thu Apr 03 12:19:15 GMT 2025","passed","Thu Apr 03 12:19:16 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithEmptyName"
"","330","Cenario 05: Deve falhar ao realizar cadastro com senha em branco","","Thu Apr 03 12:19:16 GMT 2025","passed","Thu Apr 03 12:19:16 GMT 2025","","Feature: Teste de Cadastro de Usuário","automation.dev.serverest.api.tests.RegisterTest","registrationWithEmptyPassword"
"","339","Cenario 03: Deve criar um novo usuário ao tentar editar um usuário inexistente","","Thu Apr 03 12:19:17 GMT 2025","passed","Thu Apr 03 12:19:18 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editNonExistentUser"
"","3617","Cenario 01: Deve realizar login com sucesso","","Thu Apr 03 12:19:07 GMT 2025","passed","Thu Apr 03 12:19:10 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginSuccessful"
"","343","Cenario 01: Deve realizar edição com sucesso","","Thu Apr 03 12:19:17 GMT 2025","passed","Thu Apr 03 12:19:17 GMT 2025","","Feature: Testes de Edição de Usuário","automation.dev.serverest.api.tests.EditUserTest","editUserSuccessful"
"","458","Cenario 02: Não deve realizar login com email invalido","","Thu Apr 03 12:19:10 GMT 2025","passed","Thu Apr 03 12:19:11 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","loginWithInvalidEmail"
"","1081","Cenario 10: Deve validar o contrato de resposta ao realizar login com sucesso","","Thu Apr 03 12:19:13 GMT 2025","passed","Thu Apr 03 12:19:14 GMT 2025","","Feature: Teste de Login de Usuário","automation.dev.serverest.api.tests.LoginUserTest","validateLoginSuccessContract"
